129.79.234.164	2013-12-12 23:11:01
129.79.234.164	2013-12-19 19:11:53
129.79.234.164	2013-12-19 19:17:40
129.79.234.164	2013-12-19 21:10:28
129.79.234.164	2013-12-19 22:12:02
129.79.234.164	2013-12-19 22:12:06
129.79.234.164	2013-12-19 22:12:07
129.79.234.164	2013-12-19 22:12:15
129.79.234.164	2013-12-19 22:12:20
129.79.234.164	2013-12-19 22:12:22
129.79.234.164	2013-12-19 22:12:26
129.79.234.164	2013-12-19 22:12:41
129.79.234.164	2013-12-19 22:16:40
129.79.234.164	2013-12-19 22:16:40
129.79.234.164	2013-12-19 22:19:35
129.79.234.164	2013-12-19 22:19:40
129.79.234.164	2013-12-19 22:19:40
129.79.234.164	2013-12-19 22:19:48
129.79.234.164	2013-12-19 22:19:50
129.79.234.164	2013-12-19 22:19:52
129.79.234.164	2013-12-19 22:19:54
129.79.234.164	2013-12-19 22:19:56
129.79.234.164	2013-12-19 22:22:05
129.79.234.164	2013-12-19 22:26:05
129.79.234.164	2013-12-19 22:26:13
129.79.234.164	2013-12-19 22:26:14
129.79.234.164	2013-12-19 22:26:26
129.79.234.164	2013-12-19 22:26:33
129.79.234.164	2013-12-19 22:26:42
129.79.234.164	2013-12-19 22:27:09
129.79.234.164	2013-12-19 22:27:31
129.79.234.164	2013-12-19 22:29:19
129.79.234.164	2013-12-19 22:29:19
129.79.234.164	2013-12-19 22:29:53
129.79.234.164	2013-12-19 22:29:59
129.79.234.164	2013-12-19 22:29:59
129.79.234.164	2013-12-19 22:30:04
129.79.234.164	2013-12-19 22:30:05
129.79.234.164	2013-12-19 22:30:08
129.79.234.164	2013-12-19 22:30:09
149.160.184.104	2013-12-19 22:32:53
149.160.184.104	2013-12-19 22:33:15
149.160.184.104	2013-12-19 22:33:15
129.79.234.164	2013-12-19 22:47:55
129.79.234.164	2013-12-19 22:48:03
129.79.234.164	2013-12-19 22:48:04
129.79.234.164	2013-12-19 22:48:08
129.79.234.164	2013-12-19 22:48:13
129.79.234.164	2013-12-19 22:49:08
129.79.234.164	2013-12-19 22:49:25
129.79.234.164	2013-12-19 22:51:26
129.79.234.164	2013-12-19 22:52:16
129.79.234.164	2013-12-19 22:52:22
129.79.234.164	2013-12-19 22:52:22
129.79.234.164	2013-12-19 22:52:25
129.79.234.164	2013-12-19 22:52:25
129.79.234.164	2013-12-19 22:52:32
129.79.234.164	2013-12-19 22:52:37
129.79.234.164	2013-12-19 22:55:35
129.79.234.164	2013-12-19 22:55:38
129.79.234.164	2013-12-19 22:55:40
129.79.234.164	2013-12-19 22:55:46
129.79.234.164	2013-12-19 22:55:51
129.79.234.164	2013-12-19 22:55:59
129.79.234.164	2013-12-19 22:56:23
129.79.234.164	2013-12-19 22:56:27
129.79.234.164	2013-12-19 22:59:16
129.79.234.164	2013-12-19 22:59:19
129.79.234.164	2013-12-19 22:59:25
129.79.234.164	2013-12-19 22:59:25
149.160.184.104	2013-12-19 23:01:15
149.160.184.104	2013-12-19 23:01:28
149.160.184.104	2013-12-20 03:29:10
149.160.187.185	2013-12-20 06:07:37
149.159.17.192	2013-12-21 20:22:28
149.159.17.192	2013-12-21 20:22:57
149.159.17.192	2013-12-21 20:22:57
149.159.17.192	2013-12-21 20:23:16
149.159.17.192	2013-12-21 20:24:21
149.159.17.192	2013-12-21 20:24:27
149.159.17.192	2013-12-21 20:24:56
149.159.16.197	2013-12-26 19:10:36
174.64.25.24	2013-12-26 19:10:36
149.159.16.197	2013-12-26 19:10:39
174.64.25.24	2013-12-26 19:11:12
174.64.25.24	2013-12-26 19:11:12
174.64.25.24	2013-12-26 19:11:58
149.159.16.197	2013-12-26 19:12:15
149.159.16.197	2013-12-26 19:12:31
149.159.16.197	2013-12-26 19:12:31
149.159.16.197	2013-12-26 19:12:38
174.64.25.24	2013-12-26 19:12:46
174.64.25.24	2013-12-26 19:12:46
149.159.16.197	2013-12-26 19:12:52
174.64.25.24	2013-12-26 19:12:55
174.64.25.24	2013-12-26 19:13:18
174.64.25.24	2013-12-26 19:13:36
149.159.16.197	2013-12-26 19:13:38
174.64.25.24	2013-12-26 19:13:52
149.159.16.197	2013-12-26 19:14:57
149.159.16.197	2013-12-26 19:15:03
149.159.16.197	2013-12-26 19:15:07
149.159.16.197	2013-12-26 19:18:06
149.160.187.185	2013-12-28 06:41:03
149.159.16.197	2014-01-03 18:55:57
149.159.16.197	2014-01-03 18:56:06
149.159.16.197	2014-01-03 18:56:07
50.193.149.209	2014-01-03 19:04:46
149.159.16.197	2014-01-03 19:05:24
50.193.149.209	2014-01-03 19:05:45
149.159.16.197	2014-01-03 19:05:48
149.159.16.197	2014-01-03 19:05:49
50.193.149.209	2014-01-03 19:05:51
50.193.149.209	2014-01-03 19:05:51
149.159.16.197	2014-01-03 19:05:57
149.159.16.197	2014-01-03 19:10:06
149.159.16.197	2014-01-03 19:10:26
149.159.16.197	2014-01-03 19:10:31
149.159.16.197	2014-01-03 19:13:57
149.159.16.197	2014-01-03 19:16:18
129.79.234.168	2014-01-23 21:24:05
129.79.234.168	2014-01-23 21:24:08
129.79.234.168	2014-01-23 21:24:12
129.79.234.168	2014-01-23 21:24:18
129.79.234.168	2014-01-23 21:24:26
129.79.234.168	2014-01-23 21:24:34
129.79.234.168	2014-01-23 21:24:39
129.79.234.168	2014-01-23 21:24:50
129.79.234.168	2014-01-23 21:24:56
129.79.234.164	2014-01-24 19:46:10
129.79.234.164	2014-01-24 19:46:18
129.79.234.164	2014-01-24 19:46:18
129.79.234.164	2014-01-24 19:47:56
129.79.234.164	2014-01-24 19:48:14
129.79.234.164	2014-01-24 19:48:56
129.79.234.164	2014-01-24 19:49:09
129.79.234.164	2014-01-24 19:49:18
129.79.234.164	2014-01-24 19:49:18
129.79.234.164	2014-01-24 19:49:19
149.159.16.197	2014-02-04 05:00:15
149.159.16.197	2014-02-04 05:00:28
149.159.16.197	2014-02-04 05:00:28
149.159.16.197	2014-02-04 05:00:33
149.159.16.197	2014-02-04 05:00:36
149.159.16.197	2014-02-04 05:00:40
149.159.16.197	2014-02-04 05:00:48
149.159.17.192	2014-02-11 06:40:43
149.159.17.192	2014-02-11 06:40:52
149.159.17.192	2014-02-11 06:40:52
149.159.17.192	2014-02-11 06:40:58
149.159.17.192	2014-02-11 06:41:03
149.159.17.192	2014-02-11 06:41:07
149.159.17.192	2014-02-11 07:28:21
149.159.17.192	2014-02-11 07:28:27
149.159.17.192	2014-02-11 07:28:27
129.79.195.23	2014-02-11 14:12:47
129.79.195.23	2014-02-11 14:14:25
129.79.234.145	2014-03-31 20:59:25
129.79.234.145	2014-03-31 20:59:29
129.79.234.145	2014-03-31 20:59:34
129.79.234.145	2014-03-31 20:59:40
129.79.234.145	2014-03-31 20:59:40
